poiId,name,latitude,longitude,preference,address
201,Museu do Objeto Imaginario,-12.9718894,-38.50817,museum,R. Maciel de Baixo  13 - Pelourinho  Salvador - BA  40026-240  Brazil
202,Plano Inclinado Goncalves Base,-12.9714346,-38.5108629,museum,R. Francisco Goncalves  2 - Comercio  Salvador - BA  40015-090  Brazil
203,Fundo Do Mar,-13.0027564,-38.5332591,museum,Largo do Porto da Barra - Barra  Salvador - BA  40130-180  Brazil
204,Museum Eugenio Teixeira Leal,-12.9725057,-38.5092565,museum,R. do Acouguinho  1 - Pelourinho  Salvador - BA  40026-180  Brazil
205,Archaeological Museum of Embasa,-12.9566984,-38.4949036,museum,R. Saldanha Marinho  s/n - Caixa Dagua  Salvador - BA  40320-475  Brazil
206,Museu Abelardo Rodrigues,-12.8483246,-38.4693798,museum,R. Gregorio de Matos  45 - Fazenda Coutos  Salvador - BA  40730-230  Brazil
207,Centro de ExposicÃµes do Centro Admnistrativo da Bahia,-12.9483535,-38.4275993,museum,390  1Âª Avenida Centro Administrativo da Bahia  302 - Centro Administrativo da Bahia  Salvador - BA  41745-001  Brazil
208,House of the Seven Lamps,-12.9758895,-38.5117468,museum,R. de Sao Francisco  3 - Centro  Salvador - BA  40020-320  Brazil
209,Iglesia San Francisco De Asis,-12.9745902,-38.5089526,museum,Rua da Ordem Terceira  109-155 - Pelourinho  Salvador - BA  40026-260  Brazil
210,Rampa do Mercado,-12.9735705,-38.5147207,museum,Comercio  Salvador - State of Bahia  40015-520  Brazil
211,Memorial of the City of Salvador,-12.9748831,-38.5126065,museum,Camara Municipal de - Comercio  Salvador - BA  44570-340  Brazil
212,Casa-Museu Solar Santo Antonio,-12.9665368,-38.5058388,museum,R. Direita de Santo Antonio  177 - Santo Antonio Alem do Carmo  Salvador - BA  40301-280  Brazil
213,Fundacao Joao Augusto de Moraes - Museu do Objeto,-12.8487525,-38.4697431,museum,R. Gregorio de Matos  13 - Pelourinho  Salvador - BA  40025-060  Brazil
214,Memorial das Baianas,-12.9736368,-38.5118011,museum,Cruz Caida  Praca da Se - Pelourinho  Salvador - BA  40301-155  Brazil
215,Unzo De Mutalambo,-12.9516556,-38.450059,museum,Tv. Luis Cabral - Tancredo Neves  Salvador - BA  40301-110  Brazil
216,Museu Domestico,-12.959963,-38.50014,museum,Rua Professor Viegas  78 - Barbalho  Salvador - BA  40301-075  Brazil
217,Complexo Novo Paraiso,-12.979238,-38.4381356,museum,Tv. Boca do Rio - Armacao  Salvador - BA  41750-520  Brazil
218,Galeria stones,-12.973001,-38.5128083,museum,Praca Visconde de cairu mercado modelo quadra c box 6 - Comercio  Salvador - BA  40015-170  Brazil
219,Zen Salvador,-13.0110668,-38.4907581,night_club,Rua Conselheiro Pedro Luiz  311 - Rio Vermelho  Salvador - BA  41950-610  Brazil
220,Platinum Lounge and Bar | savior,-12.9840784,-38.4358024,night_club,Av. Simon Bolivar  166 - Armacao  Salvador - BA  41750-230  Brazil
221,Salvador,-13.0058563,-38.5224837,night_club,R. Ari Barroso  303 - Chame-Chame  Salvador - BA  40157-300  Brazil
222,Boates aconchegantes,-12.9722538,-38.5013832,night_club,R. do Limoeiro  106 - Nazare  Salvador - BA  40055-150  Brazil
223,Heliponto Espanhol Salvador,-13.0059432,-38.5092502,night_club,Ondina  Salvador - State of Bahia  40170-010  Brazil
224,Ed Dez Casa de Show,-12.9723846,-38.5013756,night_club,R. do Limoeiro  112 - Nazare  Salvador - BA  40055-150  Brazil
225,SAN,-13.0125301,-38.4900135,night_club,Rua Conselheiro Pedro Luiz  488 - Rio Vermelho  Salvador - BA  41950-610  Brazil
226,Abaete Show,-12.9445514,-38.3609348,night_club,Largo do Abaete  11 - Itapua  Salvador - BA  41610-510  Brazil
227,Praca Pedro Arcanjo,-12.9736287,-38.5084322,night_club,66  Rua da Ordem Terceira  2 - Pelourinho  Salvador - BA  40026-260  Brazil
228,Espaco Cultural Chico Leite,-12.9400785,-38.3716619,night_club,R. Bela Vista  415-411 - Itapua  Salvador - BA  41615-302  Brazil
229,Commons Studio Bar,-13.013547,-38.486023,night_club,R. Odilon Santos  224 - Rio Vermelho  Salvador - BA  41940-350  Brazil
230,FindTarde,-12.9408172,-38.3677522,night_club,R. Santa Luzia  54 - Itapua  Salvador - BA  41620-660  Brazil
231,SalCity,-12.9317616,-38.5072141,night_club,Av. Dendezeiros do Bonfim - Roma  Salvador - BA  40444-130  Brazil
232,Cais Dourado,-12.9669189,-38.50897399999999,night_club,Av. Jequitaia  20-22 - Calcada  Salvador - BA  40411-120  Brazil
233,Kannarios House,-12.9482855,-38.4941699,night_club,R. Camamu  18 - Liberdade  Salvador - BA  40000-000  Brazil
234,Bendito Eventos e Cerimonial,-12.9185065,-38.3637277,night_club,R. Prof. Plinio Garcez de Sena  42 - 1 andar - Mussurunga I  Salvador - BA  41480-225  Brazil
235,Muro,-12.9637228,-38.5004518,night_club,Rua Professor Viegas  14 - Barbalho  Salvador - BA  40301-075  Brazil
236,LGBT Night Club,-12.9928519,-38.5247294,night_club,Av. Reitor Miguel Calmon  2596-2754 - Canela  Salvador - BA  40231-300  Brazil
237,ESPAcO LEGAL,-12.9510982,-38.4938153,night_club,Rua Gaspar de Lemos - Liberdade  Salvador - BA  40301-155  Brazil
238,Praca Mestre Paulo dos Anjos,-12.9377874,-38.3814273,park,Piata  Salvador - State of Bahia  41650-195  Brazil
239,Parquinho,-12.9471357,-38.3704738,park,41635-370  R. Beijupira  271-341 - Jardim Placaford  Salvador - BA  Brazil
240,Valentine Garden,-13.0024043,-38.4509683,park,Av. Octavio Mangabeira  Salvador - BA  41810-700  Brazil
241,Square Ana Lucia Magalhaes,-12.9932133,-38.4613782,park,Itaigara  Salvador - State of Bahia  41810-010  Brazil
242,Parque da Cidade Joventino Silva,-12.9964227,-38.4736252,park,Av. Antonio Carlos Magalhaes  s/n - Itaigara  Salvador - BA  41815-420  Brazil
243,Lagoa de Piata,-12.9509874,-38.3930543,park,Jaguaribe  Salvador - State of Bahia  Brazil
244,Salvador Zoo and Botanical Park,-13.0094574,-38.5047836,park,Tv. Alto de Ondina  s/n - Ondina  Salvador - BA  40170-110  Brazil
245,MONTE DE ITAPUa,-12.9324405,-38.356808,park,Itapua  Salvador - State of Bahia  41600-090  Brazil
246,Dunas de Itapua,-12.9323925,-38.3574718,park,2396  Av. Dorival Caymmi  2170 - Itapua  Salvador - BA  41635-152  Brazil
247,Largo Terreiro de Jesus,-12.9731092,-38.5099144,park,Pelourinho  Salvador - State of Bahia  40301-155  Brazil
248,Sede Administrativa do Parque Metropolitano de Pituacu,-12.9672827,-38.4127753,park,Av. Netuno  4c - Pituacu  Salvador - BA  41740-450  Brazil
249,Praca Aquarius,-12.9869102,-38.4524409,park,89  R. Dr. Eduardo Bahiana  39 - Pituba  Salvador - BA  41810-600  Brazil
250,Praca Elias Otavio Oliveira Martins,-12.9352919,-38.3763472,park,R. Pasqualle Gatto - Itapua  Salvador - BA  41301-110  Brazil
251,Parque Ambiental Jornalista Robson Brazzis,-12.9026295,-38.4059547,park,2 8B - Condominio Residencial Fazenda Grande  Estr. do Coqueiro Grande  1 - 8B - Cajazeiras 10  Salvador - BA  41342-118  Brazil
252,Praca Barros Reis,-12.9633805,-38.47905859999999,park,Av. Barros Reis  401-421 - Sao Goncalo  Salvador - BA  40310-060  Brazil
253,Parque dos Ventos,-12.9810735,-38.4293597,park,Avenida Otavio Mangabeira  S/N - Boca do Rio  Salvador - BA  41706-690  Brazil
254,Praca Orungan,-13.0080127,-38.5184597,park,Praca Santos Dumont  1-17 - Barra  Salvador - BA  41830-650  Brazil
255,Stella Maris Square,-12.9394345,-38.3407366,park,352  Alameda Praia de Guarapari  294 - Stella Maris  Salvador - BA  Brazil
256,Praca Herculina Pineiro Pineiro,-12.9339035,-38.3751419,park,R. Pasqualle Gatto - Itapua  Salvador - BA  41301-110  Brazil
257,Praca da II,-12.9019002,-38.403067,park,Cajazeiras  Salvador - State of Bahia  41342-430  Brazil
258,Rango Vegan,-12.9693377,-38.5080026,restaurant,R. do Passo  n 62 - Santo Antonio  Salvador - BA  40301-408  Brazil
259,Portal da Bahia,-12.9374373,-38.3953565,restaurant,Av. Luis Viana Filho  8544 - Paralela  Salvador - BA  41730-101  Brazil
260,Porto Brasil,-12.9918717,-38.4532083,restaurant,Rua Miguel Navarro Y Canizares  428 - Pituba  Salvador - BA  41810-215  Brazil
261,Cathedrall,-12.94339,-38.33917,restaurant,Alameda Praia de Camburiu  16 - Stella Maris  Salvador - BA  41600-250  Brazil
262,Paraiso Tropical,-12.9602085,-38.4636202,restaurant,Rua Edgard Loureiro  98 - B - Cabula  Salvador - BA  40342-100  Brazil
263,Restaurante Itapua,-12.9496571,-38.3691467,restaurant,R. Flor do Bosque  126 - Itapua  Salvador - BA  41610-190  Brazil
264,Casa di Vina Restaurante,-12.9545998,-38.3523016,restaurant,R. Flamengo  44 - Itapua  Salvador - BA  41635-480  Brazil
265,Mokeka Brasil,-12.9757376,-38.4201723,restaurant,Av. Octavio Mangabeira  Salvador - BA  41706-690  Brazil
266,Beach Stop,-12.932848,-38.3287828,restaurant,R. Jose Augusto Tourinho Dantas  214 - Stella Maris  Salvador - BA  41603-110  Brazil
267,Mistura,-12.9545294,-38.3549363,restaurant,R. Prof. Souza Brito  41 - Itapua  Salvador - BA  41640-485  Brazil
268,Ki-Mukeka (Itapua) ,-12.9539235,-38.3509455,restaurant,Rua do Vento Sul QD 3  lote 5 - Itapua  Salvador - BA  41620-290  Brazil
269,Sabores De Itapua,-12.9337123,-38.3588047,restaurant,Av. Dorival Caymmi  1 - Itapua  Salvador - BA  41635-151  Brazil
270,Restaurante Brasil Legal,-13.0089958,-38.5307855,restaurant,R. Afonso Celso  152 - Barra  Salvador - BA  40140-230  Brazil
271,Cantina Na Passagem,-12.9559174,-38.3928618,restaurant,Rua Desembargador Polibio Mendes da Silva - 67 - Jaquaribe - Piata  Salvador - BA  41613-078  Brazil
272,Carne do Sol da Marlene,-12.950038,-38.3659577,restaurant,R. Paraiso Verde  17 - Itapua  Salvador - BA  41610-300  Brazil
273,Restaurante Porto Brasil Salvador,-13.008083,-38.518908,restaurant,Salvador - State of Bahia  40140-130  Brazil
274,Restaurante Sabor Brasil,-12.974044,-38.5115011,restaurant,Praca da Se  398 - Pelourinho  Salvador - BA  40020-210  Brazil
275,Point Da Pizza,-12.9044349,-38.3680136,restaurant,Cassange  Salvador - State of Bahia  41301-110  Brazil
276,Villa Bahiana,-12.9506867,-38.3625545,restaurant,Villa Bahiana - Rua Professor Souza Brito  1 - Itapua  Salvador - BA  41.640  Brazil
277,Barbacoa Salvador,-12.9789886,-38.4576881,restaurant,Av. Tancredo Neves  909 - Caminho das arvores  Salvador - BA  41820-021  Brazil
278,PANIVINI Mercado do Rio Vermelho,-13.0020354,-38.4821206,restaurant,Mercado - Av. Juracy Magalhaes Junior  1624 - box 59 - Rio Vermelho  Salvador - BA  41940-060  Brazil
279,Restaurante Casa de Tereza,-13.0138807,-38.4876938,restaurant,R. Odilon Santos  45 - Rio Vermelho  Salvador - BA  41940-350  Brazil
280,Restaurante Sabores de Itapua,-12.9499623,-38.3508817,restaurant,Hotel Deville Prime Salvador - Alameda Passargada  sem numero - Itapua  Salvador - BA  41620-430  Brazil
281,Restaurante Senac Casa do Comercio,-12.9801889,-38.4564028,restaurant,Casa do Comercio - Av. Tancredo Neves  1109 - Caminho das arvores  Salvador - BA  41820-021  Brazil
282,Camarada Camarao - Salvador,-12.9780021,-38.4545681,restaurant,Av. Tancredo Neves  3133 - Caminho das arvores  Salvador - BA  41820-021  Brazil
283,Restaurante Poro,-12.9678893,-38.5071923,restaurant,R. do Carmo  13 - Santo Antonio Alem do Carmo  Salvador - BA  40301-380  Brazil
284,Boi Preto Prime,-12.9836148,-38.4350783,restaurant,Av. Octavio Mangabeira  5095 - Boca do Rio  Salvador - BA  41750-240  Brazil
285,Restaurante Yemanja,-12.9874244,-38.4354071,restaurant,Av. Octavio Mangabeira  4661 - Armacao  Salvador - BA  41750-240  Brazil
286,A Porteira,-12.9745466,-38.4200946,restaurant,Av. Dom Eugenio Sales  96 - Boca do Rio  Salvador - BA  41706-670  Brazil
287,Restaurante Coco Bambu Bahia e Espaco de Eventos,-12.9887414,-38.4502874,restaurant,Av. Prof. Magalhaes Neto  1273 - Pituba  Salvador - BA  41810-720  Brazil
288,Restaurante Donana - Brotas,-12.9864169,-38.4740341,restaurant,Centro Comercial do Conjunto dos Comerciarios  R. Teixeira Barros  s/n - Brotas  Salvador - BA  40276-150  Brazil
289,Pasta em Casa,-13.012401,-38.491122,restaurant,Rua Professora Almerinda Dultra  67 - Rio Vermelho  Salvador - BA  41950-090  Brazil
290,Sal e Brasa Salvador,-12.9706892,-38.4128896,restaurant,R. Carimbamba  917 - Pituacu  Salvador - BA  41740-010  Brazil
291,Restaurante Barravento,-13.009566,-38.5254147,restaurant,Av. Oceanica  814 - Barra  Salvador - BA  40170-010  Brazil
292,Al Mare,-12.9781259,-38.4542136,restaurant,Av. Tancredo Neves  3133 - Loja 1034 - Caminho das arvores  Salvador - BA  41820-000  Brazil
293,Ki-Mukeka (Armacao),-12.9919151,-38.4390855,restaurant,Av. Octavio Mangabeira  136 Jardim - Armacao  Salvador - BA  41750-240  Brazil
294,Zanzibar,-12.9663984,-38.5057312,restaurant,R. Direita de Santo Antonio  60-B - Santo Antonio Alem do Carmo  Salvador - BA  40301-280  Brazil
295,Restaurante Escola Senac Pelourinho,-12.9714281,-38.50823,restaurant,Largo do Pelourinho  13 - Comercio  Salvador - BA  40026-280  Brazil
296,Odoya,-12.9737279,-38.5097515,restaurant,Largo do Cruzeiro de Sao Francisco  1 - Pelourinho  Salvador - BA  40020-280  Brazil
297,Salvador Dali Restaurante,-13.013451,-38.490166,restaurant,R. Borges dos Reis  11 - Rio Vermelho  Salvador - BA  41950-600  Brazil
298,Cuco Bistro,-12.9737359,-38.5094546,restaurant,Largo do Cruzeiro de Sao Francisco  6/4 - Pelourinho  Salvador - BA  40020-280  Brazil
299,Restaurante Uaua,-12.9722227,-38.5083829,restaurant,R. Maciel de Baixo  36 - Pelourinho  Salvador - BA  40026-240  Brazil
300,Restaurante Pelo Bistro,-12.9720629,-38.5090303,restaurant,Hotel Casa do Amarelindo - R. das Portas do Carmo  6 - Pelourinho  Salvador - BA  40026-290  Brazil
301,La Pulperia,-12.9911879,-38.4933922,restaurant,R. Novo Horizonte  39 - Acupe de Brotas  Salvador - BA  40290-735  Brazil
302,Bargaco,-12.9817304,-38.4365195,restaurant,e 19 Jardim - R. Antonio da Silva Coelho  Quadra 43  Lote 18 - Armacao  Salvador - BA  41750-040  Brazil
303,Bistro Paris 6 | Salvador,-12.981879,-38.4647813,restaurant,Av. Tancredo Neves  148 - Caminho das arvores  Salvador - BA  41820-000  Brazil
304,Shanti Restaurante,-13.0114099,-38.4915357,restaurant,R. Joao Gomes  10 - Rio Vermelho  Salvador - BA  41940-100  Brazil
305,Restaurante Egeu,-12.9977527,-38.5279681,restaurant,Av. Sete de Setembro  2830 - Barra  Salvador - BA  40130-001  Brazil
306,Restaurante Mistura Contorno,-12.9818899,-38.5193998,restaurant,Cloc Marina Residence - Ladeira do Gabriel  334 - Dois de Julho  Salvador - BA  40301-110  Brazil
307,Restaurante Casa Lisboa,-13.0045969,-38.5173968,restaurant,R. Manuel Dias de Morais  35 - Jardim Apipema  Salvador - BA  40155-260  Brazil
308,Outback Steakhouse,-12.9818979,-38.4654037,restaurant,Av. Tancredo Neves  148 - Caminho das arvores  Salvador - BA  41820-908  Brazil
309,Dona Mariquita,-13.013058,-38.486602,restaurant,R. do Meio  178 - Rio Vermelho  Salvador - BA  41490-426  Brazil
310,Bella Napoli,-12.9862873,-38.4573583,restaurant,Alameda das Espatodeas  491 - Caminho das arvores  Salvador - BA  41820-460  Brazil
311,Cremonini Ristorante,-12.9991247,-38.4597146,restaurant,R. Alexandre Herculano  18 - Pituba  Salvador - BA  41810-395  Brazil
312,Boteco do Franca,-13.0133314,-38.4900589,restaurant,R. Borges dos Reis  24-A - Rio Vermelho  Salvador - BA  41950-600  Brazil
313,Tudo Azul Restaurante Suico-Brasileiro,-13.0035762,-38.5326219,restaurant,Porto da Barra  Av. Sete de Setembro  3701 - Barra  Salvador - BA  40140-110  Brazil
314,RESTAURANTE CARVaO,-13.0056472,-38.5214896,restaurant,R. Prof. Sabino Silva  5 - Chame-Chame  Salvador - BA  40157-250  Brazil
315,Axego Restaurante e Bar,-12.9727302,-38.50887780000001,restaurant,R. Maciel de Cima  1 - Pelourinho  Salvador - BA  40026-250  Brazil
316,Restaurante Maria Mata Mouro,-12.9741116,-38.508693,restaurant,Rua da Ordem Terceira  08 - Pelourinho  Salvador - BA  40026-260  Brazil
317,Sampa Restaurante,-12.9741846,-38.417973,restaurant,Av. Octavio Mangabeira  7327 - Boca do Rio  Salvador - BA  40411-010  Brazil
318,Gattai,-12.9777725,-38.4547118,restaurant,Av. Tancredo Neves  3133 - 25 - Caminho das arvores  Salvador - BA  41820-910  Brazil
319,Divino Fogao - Salvador Norte,-12.9094862,-38.3512129,restaurant,Rodovia  BA-526  305 - Sao Cristovao  Salvador - BA  41510-000  Brazil
320,Restaurante Chez Bernard,-12.9845508,-38.52076599999999,restaurant,R. Gamboa de Cima  11 - Dois de Julho  Salvador - BA  40060-008  Brazil
321,Larriquerri,-12.9944353,-38.5139205,restaurant,Praça Alexandre Fernandes  26 - Garcia  Salvador - BA  40100-130
322,Casa de Fred,-12.966904,-38.423307,restaurant,R. Fernando José Guimarães Rocha  41 - Pituaçu  Salvador - BA  41741-090
323,Vini Figueira Gastronomia,-13.0090858,-38.497164,restaurant,Travessa Bartholomeu de Gusmão  140 - Rio Vermelho  Salvador - BA  41950-310
324,Rancho do Cupim Salvador,-12.9695339,-38.4114685,restaurant,R. Marquês de Queluz  728 - Pituaçu  Salvador - BA  41740-170
325,Jabu Resto e Bar,-13.0102868,-38.4961408,restaurant,Rua Eurycles de Mattos  191 - Rio Vermelho  Salvador - BA  41950-250
326,Don Papito,-12.9539278,-38.3830058,restaurant,Av. Octávio Mangabeira  06 - Piatã  Salvador - BA  41610-160
327,La Taperia,-13.0108455,-38.4945434,restaurant,R. da Paciência  251 - Rio Vermelho  Salvador - BA  41950-010
328,Restaurante A Venda,-12.9802453,-38.4307635,restaurant,Ao lado da loja de Motos kawasaki - Av. Iemanjá  40 - Boca do Rio  Salvador - BA  41710-755
329,Boteco Portugues,-13.013051,-38.490438,restaurant,R. Borges dos Reis  16 - Rio Vermelho  Salvador - BA  41950-600
330,Restaurante Oliva Gourmet - Shopping Paralela,-12.9372702,-38.3943891,restaurant,Av. Luís Viana Filho  8544 - Patamares  Salvador - BA  41730-101
331,Mandioca Gourmet,-12.9374074,-38.3947592,restaurant,Av. Luís Viana  8544  Shopping Paralela  Piso L1 - Paralela  Salvador - BA  41730-101
332,Belisco - Restaurante Snack Bar,-12.9381142,-38.3994795,restaurant,RedeMix - Av. Luís Viana Filho  7876 - Alphaville I  Salvador - BA  41701-005
333,Alemto e Dom Alberti,-12.937802,-38.397539,restaurant,Ed. Plaza Mall - Av. Luis Viana  Av. Alphaville  8050  Salvador - BA  41701-005
334,Mariposa,-12.9371496,-38.3943563,restaurant,Shopping Paralela  Av. Luís Viana Filho  8544 - L2 - Paralela  Salvador - BA  41730-101
335,A Casa Vidal,-12.982961,-38.459641,restaurant,Alameda das Cajazeiras  417 - Caminho das Árvores  Salvador - BA  41820-470
336,Sal e Brasa Grill Express Shopping Paralela,-12.9372045,-38.3955832,restaurant,Av. Luís Viana Filho  8544 - Paralela  Salvador - BA  41730-101
337,Restaurante Encanto do Picui,-12.9498786,-38.3644122,restaurant,R. Aristídes Milton  7 - Itapuã  Salvador - BA  41610-011
338,Restaurante Asa de ouro,-12.9310105,-38.4084353,restaurant,Estr. da Ilha do Mocambo  28 - Trobogy  Salvador - BA  41745-050
339,Salvador Shopping,-12.9785389,-38.4550888,shopping_mall,Av. Tancredo Neves  3133 - Caminho das arvores  Salvador - BA  41820-021  Brazil
340,Salvador Norte Shopping,-12.9090341,-38.3518871,shopping_mall,BA-526  305 - Sao Cristovao  Salvador - BA  41510-000  Brazil
341,Shopping da Bahia,-12.9811659,-38.46503209999999,shopping_mall,Av. Tancredo Neves  148 - Caminho das arvores  Salvador - BA  41820-972  Brazil
342,Shopping Paralela,-12.9365263,-38.3949236,shopping_mall,Av. Luis Viana Filho  8544 - Alphaville  Salvador - BA  41730-101  Brazil
343,Shopping salvador,-12.9789302,-38.4534531,shopping_mall,Av. Tancredo Neves  148 - Caminho das arvores  Salvador - BA  41820-908  Brazil
344,Shopping Bela Vista,-12.9702525,-38.47424230000001,shopping_mall,Alameda Euvaldo Luz  92 - Horto Bela Vista  Salvador - BA  41098-020  Brazil
345,Shopping Sumare,-12.982449,-38.4552975,shopping_mall,Av. Tancredo Neves  1506 - Caminho das arvores  Salvador - BA  41820-020  Brazil
346,Shopping Bahiamar,-12.995574,-38.4479828,shopping_mall,Rua Arthur de Azevedo Machado  497 - Costa Azul  Salvador - BA  41760-000  Brazil
347,Shopping Itaigara,-12.9964162,-38.4637345,shopping_mall,Av. Antonio Carlos Magalhaes  656 - Pituba  Salvador - BA  41825-000  Brazil
348,Multishop Salvador - Boca do Rio,-12.975237,-38.4199417,shopping_mall,Av. Octavio Mangabeira  6929 - Boca do Rio  Salvador - BA  41706-690  Brazil
349,Shopping Capemi Salvador,-12.9831,-38.465,shopping_mall,R. da Alfazema  752 - Caminho das arvores  Salvador - BA  41820-710  Brazil
350,Shopping Piedade,-12.9835518,-38.5130701,shopping_mall,Rua Conselheiro Junqueira Ayres  165 - Dois de Julho  Salvador - BA  40070-080  Brazil
351,Shopping Center Lapa,-12.9828521,-38.5139654,shopping_mall,R. Portao da Piedade  155 - Dois de Julho  Salvador - BA  40070-045  Brazil
352,Cia Maritima Salvador Shopping,-12.9954162,-38.4542581,shopping_mall,Salvador Shopping - Caminho das arvores  Salvador - BA  41820-000  Brazil
353,Shopping da Gente,-12.9790178,-38.4713903,shopping_mall,Av. Antonio Carlos Magalhaes  4591 - Iguatemi  Salvador - BA  40280-901  Brazil
354,Itaipava Fonte Nova Arena,-12.97883,-38.5043711,stadium,Ladeira da Fonte das Pedras  s/n - Nazare  Salvador - BA  40050-565  Brazil
355,Estadio Manoel Barradas - Barradao,-12.9195408,-38.4282201,stadium,R. Artemio Castro Valente  1 - Canabrava  Salvador - BA  Brazil
356,Ponto Estadio Pituacu,-12.9442119,-38.4198979,stadium,Av. Luis Viana Filho  5492-5614 - Pituacu  Salvador - BA  41680-400  Brazil
357,Estadio Parque Santiago,-12.982511,-38.47258619999999,stadium,Avenida Santiago de Compostela - Parque Bela Vista  Salvador - BA  40279-150  Brazil
358,Elevador Lacerda,-12.9730385,-38.5314304,tourist_attraction,Praca Tome de Souza  S/N - Centro  Salvador - BA  40020-000  Brazil
359,Mercado Modelo,-12.9730385,-38.5314304,tourist_attraction,Praca Visc. de Cayru  s/n - Comercio  Salvador - BA  40015-170  Brazil
360,Largo do Pelourinho,-12.9715916,-38.5083826,tourist_attraction,Largo do Pelourinho - Pelourinho  Salvador - BA  40026-280  Brazil
361,a Casa do Rio Vermelho,-13.007743,-38.4897292,tourist_attraction,R. Alagoinhas  33 - Rio Vermelho  Salvador - BA  41940-620  Brazil
362,Dique do Tororo,-12.9839128,-38.5043398,tourist_attraction,Av. Vasco da Gama  212 - Engenho Velho de Brotas  Salvador - BA  40240-090  Brazil
363,Centro Historico,-12.9755815,-38.5591582,tourist_attraction,Centro  R. Chile - Comercio  Salvador - BA  40020-180  Brazil
364,Forte Sao Diogo (Espaco Carybe das Artes),-13.0022118,-38.5324357,tourist_attraction,R. do Forte de Sao Diogo  s/n - Porto da Barra  Salvador - BA  40130-170  Brazil
365,The girls monument of Brazil (Chubs),-13.0101438,-38.5092151,tourist_attraction,93  Av. Adhemar de Barros  19 - Ondina  Salvador - BA  Brazil
366,Itapua Lighthouse,-12.9570655,-38.3536886,tourist_attraction,Rua Farol de Itapua S/N - Itapua  Salvador - BA  41630-240  Brazil
367,Ponta do Humaita,-12.9299294,-38.5351303,tourist_attraction,R. da Boa Viagem  56 - Monte Serrat  Salvador - BA  40414-610  Brazil
368,Arquepiscopal Palace Salvador,-12.973381,-38.5113398,tourist_attraction,Praca da Se  203-47 - Pelourinho  Salvador - BA  40020-210  Brazil
369,Prainha do Solar do Unhao,-12.9812201,-38.5198256,tourist_attraction,Rua da Conceicao da Praia  1040-1142 - Comercio  Salvador - BA  40301-110  Brazil
370,PontosBr,-13.0068019,-38.5286278,tourist_attraction,R. do Gavaza  24 - Barra  Salvador - BA  40140-670  Brazil
371,Cathedral of Salvador,-12.9728526,-38.5104604,tourist_attraction,Largo Terreiro de Jesus  s/n - Pelourinho  Salvador - BA  40020-210  Brazil
372,Estatua Zumbi dos Palmares,-12.973382,-38.5110226,tourist_attraction,Praca da Se  15-23 - Pelourinho  Salvador - BA  40020-210  Brazil
373,Barraca da Deyse,-12.8118467,-38.4909047,tourist_attraction,R. Benjamin de Souza - Sao Tome de Paripe  Salvador - BA  40800-201  Brazil
374,Cultural Area Barroquinha,-12.977465,-38.5145023,tourist_attraction,Rua do Couro  s/ n - Barroquinha  Salvador - BA  40020-160  Brazil
375,Monumento Mae Stella De Oxossi,-12.9218333,-38.3523887,tourist_attraction,Itapua  Salvador - State of Bahia  41600-090  Brazil
376,Abaete Lagoon,-12.9450766,-38.3572362,tourist_attraction,Itapua  Salvador - State of Bahia  41600-090  Brazil
377,Letreiro Salvador,-12.974585,-38.5127509,tourist_attraction,R. Chile  2 - Centro  Salvador - BA  40020-020  Brazil
378,Forte de Santo Antonio alem do Carmo,-12.9636017,-38.5039186,tourist_attraction,Largo de Santo Antonio Alem do Carmo  s/n - Santo Antonio  Salvador - BA  40301-330  Brazil
379,Enseada do Cabrito,-12.9052954,-38.4814237,tourist_attraction,R. Sa Oliveira  Salvador - BA  40490  Brazil
380,Praia da Ribeira,-12.9194752,-38.5194666,tourist_attraction,R. Domingos Abreu Vieira  20 - Vila Ruy Barbosa  Salvador - BA  40420-850  Brazil
381,Basilica do Senhor do Bonfim,-12.9237266,-38.5080816,tourist_attraction,Largo do Bonfim  s/n - Bonfim  Salvador - BA  40415-475  Brazil
382,Praca da Se,-12.9729434,-38.5108744,tourist_attraction,Praca da Se - Comercio  Salvador - BA  40301-110  Brazil
383,Predio da SULACAP,-12.9781558,-38.51470630000001,tourist_attraction,Av. Sete de Setembro  62 - Dois de Julho  Salvador - BA  40060-045  Brazil
384,Foundation Casa de Jorge Amado,-12.9716921,-38.5084926,tourist_attraction,Largo do Pelourinho  15 - Pelourinho  Salvador - BA  40026-280  Brazil
385,Deivison Artes Mulher de Areia,-12.968242,-38.4064302,tourist_attraction,Salvador - State of Bahia  41740-000  Brazil
386,Estatua de J. J. Seabra,-12.9714273,-38.5127752,tourist_attraction,Comercio  Salvador - State of Bahia  40301-155  Brazil
387,Pe do Conselho,-13.0153064,-38.4884599,tourist_attraction,R. Monte Conselho  260 - Rio Vermelho  Salvador - BA  41940-370  Brazil
388,Roma Beach,-12.9383674,-38.5066421,tourist_attraction,R. Alzira  1 - Roma  Salvador - BA  40444-080  Brazil
389,PRAIA DOS COMPLEXADOS,-13.0096591,-38.4956519,tourist_attraction,Rio Vermelho  Salvador - State of Bahia  41950-000  Brazil
390,Forte de Monte Serrat,-12.9299294,-38.5351303,tourist_attraction,Ponta de  Tv. Humaitá  Salvador - BA  40301-155
